!SESSION 2026-04-21 08:46:15.824 -----------------------------------------------
eclipse.buildId=4.38.0.20251204-0849
java.version=21.0.9
java.vendor=Eclipse Adoptium
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_IN
Framework arguments:  -product org.eclipse.epp.package.java.product
Command-line arguments:  -os win32 -ws win32 -arch x86_64 -product org.eclipse.epp.package.java.product

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:48.735
!MESSAGE 10:32:48.733 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:48.768
!MESSAGE 10:32:48.767 [pool-3-thread-87] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:48.769
!MESSAGE 10:32:48.767 [pool-3-thread-87] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:48.769
!MESSAGE 10:32:48.767 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:48.819
!MESSAGE 10:32:48.802 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:53.061
!MESSAGE 10:32:49.247 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:53.152
!MESSAGE 10:32:53.151 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:53.420
!MESSAGE 10:32:53.228 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 1ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:53.421
!MESSAGE 10:32:53.419 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:53.819
!MESSAGE 10:32:53.817 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 7

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:53.907
!MESSAGE 10:32:53.906 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:54.127
!MESSAGE 10:32:54.063 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:54.151
!MESSAGE 10:32:54.150 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:54.154
!MESSAGE 10:32:54.153 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:54.658
!MESSAGE 10:32:54.584 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 12

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.169
!MESSAGE 10:32:54.661 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.170
!MESSAGE ava.lang.Thread.run(Thread.java:1583)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.171
!MESSAGE Caused by: java.util.concurrent.CancellationException: null

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.172
!MESSAGE 	at java.base/java.util.concurrent.CompletableFuture.cancel(CompletableFuture.java:2510)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.173
!MESSAGE 	... 26 common frames omitted

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.697
!MESSAGE 10:32:56.173 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.698
!MESSAGE 10:32:56.483 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.698
!MESSAGE 10:32:56.609 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 1ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:56.698
!MESSAGE 10:32:56.696 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:57.728
!MESSAGE 10:32:56.916 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:57.729
!MESSAGE 10:32:57.727 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:57.950
!MESSAGE 10:32:57.730 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:57.950
!MESSAGE 10:32:57.770 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 25

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:58.040
!MESSAGE 10:32:58.039 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:32:58.241
!MESSAGE 10:32:58.240 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:00.608
!MESSAGE 10:32:58.296 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:00.608
!MESSAGE 10:32:58.950 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:01.919
!MESSAGE 10:33:01.918 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 1ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:07.510
!MESSAGE 10:33:01.988 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:07.511
!MESSAGE 10:33:05.817 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:07.512
!MESSAGE 10:33:07.512 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:07.513
!MESSAGE 10:33:07.512 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:07.514
!MESSAGE 10:33:07.512 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:08.687
!MESSAGE 10:33:07.998 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:08.688
!MESSAGE 10:33:08.520 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:08.688
!MESSAGE 10:33:08.686 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:09.160
!MESSAGE 10:33:09.019 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:09.514
!MESSAGE 10:33:09.248 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:12.237
!MESSAGE 10:33:09.518 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:12.238
!MESSAGE 10:33:09.518 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:15.097
!MESSAGE 10:33:13.268 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:18.160
!MESSAGE 10:33:15.101 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:18.161
!MESSAGE 10:33:15.101 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:18.162
!MESSAGE 10:33:18.159 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:18.798
!MESSAGE 10:33:18.305 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:18.977
!MESSAGE 10:33:18.857 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:19.301
!MESSAGE 10:33:19.300 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 56

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:19.302
!MESSAGE 10:33:19.300 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:19.328
!MESSAGE 10:33:19.322 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:19.329
!MESSAGE 10:33:19.327 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:19.330
!MESSAGE 10:33:19.327 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:19.541
!MESSAGE 10:33:19.385 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 1ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:20.037
!MESSAGE 10:33:19.833 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:20.385
!MESSAGE 10:33:20.346 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:20.386
!MESSAGE 10:33:20.346 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.366
!MESSAGE 10:33:20.746 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.367
!MESSAGE 10:33:20.863 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.368
!MESSAGE 10:33:21.277 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.709
!MESSAGE 10:33:21.537 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 67

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.710
!MESSAGE 10:33:21.708 [pool-14-thread-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Invalidate AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.873
!MESSAGE 10:33:21.871 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Started parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.874
!MESSAGE 3)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.874
!MESSAGE 	at com.google.common.cache.LocalCache$Segment.remove(LocalCache.java:3077)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.875
!MESSAGE 	at com.google.common.cache.LocalCache.remove(LocalCache.java:4251)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.876
!MESSAGE 	at com.google.common.cache.LocalCache$LocalManualCache.invalidate(LocalCache.java:4891)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.877
!MESSAGE 	at org.springframework.ide.vscode.boot.java.utils.CompilationUnitCache.invalidateCuForJavaFile(CompilationUnitCache.java:383)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.878
!MESSAGE 	at org.springframework.ide.vscode.boot.java.utils.CompilationUnitCache.lambda$new$0(CompilationUnitCache.java:130)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.879
!MESSAGE 	at org.springframework.ide.vscode.commons.languageserver.util.ListenerList.fire(ListenerList.java:29)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.880
!MESSAGE 	at org.springframework.ide.vscode.commons.languageserver.util.SimpleTextDocumentService.didChange(SimpleTextDocumentService.java:210)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.880
!MESSAGE 	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.881
!MESSAGE 	at java.base/java.lang.reflect.Method.invoke(Method.java:580)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.882
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.services.GenericEndpoint.lambda$null$0(GenericEndpoint.java:65)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.882
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.services.GenericEndpoint.notify(GenericEndpoint.java:152)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.884
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.RemoteEndpoint.handleNotification(RemoteEndpoint.java:220)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.885
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.RemoteEndpoint.consume(RemoteEndpoint.java:187)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.885
!MESSAGE 	at org.springframework.ide.vscode.commons.languageserver.util.ParentProcessWatcher.lambda$apply$0(ParentProcessWatcher.java:129)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.885
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.json.StreamMessageProducer.handleMessage(StreamMessageProducer.java:194)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.885
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.json.StreamMessageProducer.listen(StreamMessageProducer.java:94)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.886
!MESSAGE 	at org.eclipse.lsp4j.jsonrpc.json.ConcurrentMessageProcessor.run(ConcurrentMessageProcessor.java:113)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.886
!MESSAGE 	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:572)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.888
!MESSAGE 	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:317)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.888
!MESSAGE 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1144)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.888
!MESSAGE 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:642)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.888
!MESSAGE 	at java.base/java.lang.Thread.run(Thread.java:1583)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.888
!MESSAGE Caused by: java.util.concurrent.CancellationException: null

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.889
!MESSAGE 	at java.base/java.util.concurrent.CompletableFuture.cancel(CompletableFuture.java:2510)

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:21.889
!MESSAGE 	... 26 common frames omitted

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:22.158
!MESSAGE 10:33:22.083 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 0ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:22.384
!MESSAGE 10:33:22.383 [pool-3-thread-84] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:22.740
!MESSAGE 10:33:22.388 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:22.740
!MESSAGE 10:33:22.668 [Reconciler-1] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:22.741
!MESSAGE 10:33:22.739 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 1ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:22.903
!MESSAGE 10:33:22.884 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change message work done in 1ms

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:23.341
!MESSAGE 10:33:22.909 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: start work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:23.484
!MESSAGE 10:33:23.420 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: end work on AST for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:24.015
!MESSAGE 10:33:23.912 [pool-3-thread-86] INFO  o.s.i.v.b.j.u.CompilationUnitCache - CU Cache: work item submitted for doc file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:24.433
!MESSAGE 10:33:24.432 [pool-5-thread-19] INFO  o.s.i.v.b.j.u.CompilationUnitCache - Finished parsing CU for file:///C:/Spring%20Boot%20W/auth-service/auth-service/src/main/java/com/inventory/auth/security/CustomUserDetailsService.java

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:24.748
!MESSAGE 10:33:24.747 [pool-14-thread-1] INFO  o.s.i.v.c.l.u.SimpleTextDocumentService - change arrived: 79

!ENTRY org.eclipse.lsp4e 4 0 2026-04-21 10:33:24.941
